o,p,s
http://www.phenome-fppn.fr/diaphen/2018/o18000136,http://www.phenome-fppn.fr/vocabulary/2017#fromSpecies,http://www.phenome-fppn.fr/id/species/zeamays
http://www.phenome-fppn.fr/diaphen/2018/o18000136,http://www.phenome-fppn.fr/vocabulary/2017#fromVariety,http://www.phenome-fppn.fr/phismelody/v/ipg314
http://www.phenome-fppn.fr/diaphen/2018/o18000136,http://www.phenome-fppn.fr/vocabulary/2017#hasAlias,136/DZ_PG_72/ZM4398/WD1/1/DIA2017-05-19
http://www.phenome-fppn.fr/diaphen/2018/o18000136,http://www.phenome-fppn.fr/vocabulary/2017#hasExperimentModalities,WD1
http://www.phenome-fppn.fr/diaphen/2018/o18000136,http://www.phenome-fppn.fr/vocabulary/2017#hasRepetition,1
http://www.phenome-fppn.fr/diaphen/2018/o18000137,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.phenome-fppn.fr/vocabulary/2017#Plot
http://www.phenome-fppn.fr/diaphen/2018/o18000137,http://www.phenome-fppn.fr/vocabulary/2017#fromSpecies,http://www.phenome-fppn.fr/id/species/zeamays
http://www.phenome-fppn.fr/diaphen/2018/o18000137,http://www.phenome-fppn.fr/vocabulary/2017#fromVariety,http://www.phenome-fppn.fr/phismelody/v/ipg066
http://www.phenome-fppn.fr/diaphen/2018/o18000137,http://www.phenome-fppn.fr/vocabulary/2017#hasAlias,137/DZ_PG_09/ZM4368/WD1/1/DIA2017-05-19
http://www.phenome-fppn.fr/diaphen/2018/o18000137,http://www.phenome-fppn.fr/vocabulary/2017#hasExperimentModalities,WD1
http://www.phenome-fppn.fr/diaphen/2018/o18000137,http://www.phenome-fppn.fr/vocabulary/2017#hasRepetition,1
http://www.phenome-fppn.fr/diaphen/2018/o18000138,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.phenome-fppn.fr/vocabulary/2017#Plot
http://www.phenome-fppn.fr/diaphen/2018/o18000138,http://www.phenome-fppn.fr/vocabulary/2017#fromSpecies,http://www.phenome-fppn.fr/id/species/zeamays
http://www.phenome-fppn.fr/diaphen/2018/o18000138,http://www.phenome-fppn.fr/vocabulary/2017#fromVariety,http://www.phenome-fppn.fr/phismelody/v/ipg153
http://www.phenome-fppn.fr/diaphen/2018/o18000138,http://www.phenome-fppn.fr/vocabulary/2017#hasAlias,138/DZ_PG_31/ZM4347/WD1/1/DIA2017-05-19
http://www.phenome-fppn.fr/diaphen/2018/o18000138,http://www.phenome-fppn.fr/vocabulary/2017#hasExperimentModalities,WD1
http://www.phenome-fppn.fr/diaphen/2018/o18000138,http://www.phenome-fppn.fr/vocabulary/2017#hasRepetition,1
http://www.phenome-fppn.fr/diaphen/2018/o18000139,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.phenome-fppn.fr/vocabulary/2017#Plot
http://www.phenome-fppn.fr/diaphen/2018/o18000139,http://www.phenome-fppn.fr/vocabulary/2017#fromSpecies,http://www.phenome-fppn.fr/id/species/zeamays
http://www.phenome-fppn.fr/diaphen/2018/o18000139,http://www.phenome-fppn.fr/vocabulary/2017#fromVariety,http://www.phenome-fppn.fr/phismelody/v/ipg313
http://www.phenome-fppn.fr/diaphen/2018/o18000139,http://www.phenome-fppn.fr/vocabulary/2017#hasAlias,139/DZ_PG_74/ZM4397/WD1/1/DIA2017-05-19
http://www.phenome-fppn.fr/diaphen/2018/o18000139,http://www.phenome-fppn.fr/vocabulary/2017#hasExperimentModalities,WD1
http://www.phenome-fppn.fr/diaphen/2018/o18000139,http://www.phenome-fppn.fr/vocabulary/2017#hasRepetition,1
http://www.phenome-fppn.fr/diaphen/2018/o18000140,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.phenome-fppn.fr/vocabulary/2017#Plot
http://www.phenome-fppn.fr/diaphen/2018/o18000140,http://www.phenome-fppn.fr/vocabulary/2017#fromSpecies,http://www.phenome-fppn.fr/id/species/zeamays
http://www.phenome-fppn.fr/diaphen/2018/o18000140,http://www.phenome-fppn.fr/vocabulary/2017#fromVariety,http://www.phenome-fppn.fr/phismelody/v/ipg121
http://www.phenome-fppn.fr/diaphen/2018/o18000140,http://www.phenome-fppn.fr/vocabulary/2017#hasAlias,140/DZ_PG_22/ZM4349/WD1/1/DIA2017-05-19
http://www.phenome-fppn.fr/diaphen/2018/o18000140,http://www.phenome-fppn.fr/vocabulary/2017#hasExperimentModalities,WD1
http://www.phenome-fppn.fr/diaphen/2018/o18000140,http://www.phenome-fppn.fr/vocabulary/2017#hasRepetition,1
http://www.phenome-fppn.fr/diaphen/2018/o18000141,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.phenome-fppn.fr/vocabulary/2017#Plot
http://www.phenome-fppn.fr/diaphen/2018/o18000141,http://www.phenome-fppn.fr/vocabulary/2017#fromSpecies,http://www.phenome-fppn.fr/id/species/zeamays
http://www.phenome-fppn.fr/diaphen/2018/o18000141,http://www.phenome-fppn.fr/vocabulary/2017#fromVariety,http://www.phenome-fppn.fr/phismelody/v/ipg004
http://www.phenome-fppn.fr/diaphen/2018/o18000141,http://www.phenome-fppn.fr/vocabulary/2017#hasAlias,141/DZ_PG_01/ZM4381/WD1/1/DIA2017-05-19
http://www.phenome-fppn.fr/diaphen/2018/o18000141,http://www.phenome-fppn.fr/vocabulary/2017#hasExperimentModalities,WD1
http://www.phenome-fppn.fr/diaphen/2018/o18000141,http://www.phenome-fppn.fr/vocabulary/2017#hasRepetition,1
http://www.phenome-fppn.fr/diaphen/2018/o18000142,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.phenome-fppn.fr/vocabulary/2017#Plot
http://www.phenome-fppn.fr/diaphen/2018/o18000142,http://www.phenome-fppn.fr/vocabulary/2017#fromSpecies,http://www.phenome-fppn.fr/id/species/zeamays
http://www.phenome-fppn.fr/diaphen/2018/o18000142,http://www.phenome-fppn.fr/vocabulary/2017#fromVariety,http://www.phenome-fppn.fr/phismelody/v/ipg103
http://www.phenome-fppn.fr/diaphen/2018/o18000142,http://www.phenome-fppn.fr/vocabulary/2017#hasAlias,142/DZ_PG_27/ZM4354/WD1/1/DIA2017-05-19
http://www.phenome-fppn.fr/diaphen/2018/o18000142,http://www.phenome-fppn.fr/vocabulary/2017#hasExperimentModalities,WD1
http://www.phenome-fppn.fr/diaphen/2018/o18000142,http://www.phenome-fppn.fr/vocabulary/2017#hasRepetition,1
http://www.phenome-fppn.fr/diaphen/2018/o18000143,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.phenome-fppn.fr/vocabulary/2017#Plot
http://www.phenome-fppn.fr/diaphen/2018/o18000143,http://www.phenome-fppn.fr/vocabulary/2017#fromSpecies,http://www.phenome-fppn.fr/id/species/zeamays
http://www.phenome-fppn.fr/diaphen/2018/o18000143,http://www.phenome-fppn.fr/vocabulary/2017#fromVariety,http://www.phenome-fppn.fr/phismelody/v/ipg195
http://www.phenome-fppn.fr/diaphen/2018/o18000143,http://www.phenome-fppn.fr/vocabulary/2017#hasAlias,143/DZ_PG_46/ZM4374/WD1/1/DIA2017-05-19
http://www.phenome-fppn.fr/diaphen/2018/o18000143,http://www.phenome-fppn.fr/vocabulary/2017#hasExperimentModalities,WD1
http://www.phenome-fppn.fr/diaphen/2018/o18000143,http://www.phenome-fppn.fr/vocabulary/2017#hasRepetition,1
http://www.phenome-fppn.fr/diaphen/2018/o18000144,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.phenome-fppn.fr/vocabulary/2017#Plot
http://www.phenome-fppn.fr/diaphen/2018/o18000144,http://www.phenome-fppn.fr/vocabulary/2017#fromSpecies,http://www.phenome-fppn.fr/id/species/zeamays
http://www.phenome-fppn.fr/diaphen/2018/o18000144,http://www.phenome-fppn.fr/vocabulary/2017#fromVariety,http://www.phenome-fppn.fr/phismelody/v/ipg136
http://www.phenome-fppn.fr/diaphen/2018/o18000144,http://www.phenome-fppn.fr/vocabulary/2017#hasAlias,144/DZ_PG_25/ZM4382/WD1/1/DIA2017-05-19
http://www.phenome-fppn.fr/diaphen/2018/o18000144,http://www.phenome-fppn.fr/vocabulary/2017#hasExperimentModalities,WD1
http://www.phenome-fppn.fr/diaphen/2018/o18000144,http://www.phenome-fppn.fr/vocabulary/2017#hasRepetition,1
http://www.phenome-fppn.fr/diaphen/2018/o18000145,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.phenome-fppn.fr/vocabulary/2017#Plot
http://www.phenome-fppn.fr/diaphen/2018/o18000145,http://www.phenome-fppn.fr/vocabulary/2017#fromSpecies,http://www.phenome-fppn.fr/id/species/zeamays
http://www.phenome-fppn.fr/diaphen/2018/o18000145,http://www.phenome-fppn.fr/vocabulary/2017#fromVariety,http://www.phenome-fppn.fr/phismelody/v/ipg146
http://www.phenome-fppn.fr/diaphen/2018/o18000145,http://www.phenome-fppn.fr/vocabulary/2017#hasAlias,145/DZ_PG_55/ZM4355/WD1/1/DIA2017-05-19
http://www.phenome-fppn.fr/diaphen/2018/o18000145,http://www.phenome-fppn.fr/vocabulary/2017#hasExperimentModalities,WD1
http://www.phenome-fppn.fr/diaphen/2018/o18000145,http://www.phenome-fppn.fr/vocabulary/2017#hasRepetition,1
http://www.phenome-fppn.fr/diaphen/2018/o18000146,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.phenome-fppn.fr/vocabulary/2017#Plot
http://www.phenome-fppn.fr/diaphen/2018/o18000146,http://www.phenome-fppn.fr/vocabulary/2017#fromSpecies,http://www.phenome-fppn.fr/id/species/zeamays
http://www.phenome-fppn.fr/diaphen/2018/o18000146,http://www.phenome-fppn.fr/vocabulary/2017#fromVariety,http://www.phenome-fppn.fr/phismelody/v/ipg073
http://www.phenome-fppn.fr/diaphen/2018/o18000146,http://www.phenome-fppn.fr/vocabulary/2017#hasAlias,146/DZ_PG_10/ZM4365/WD1/1/DIA2017-05-19
http://www.phenome-fppn.fr/diaphen/2018/o18000146,http://www.phenome-fppn.fr/vocabulary/2017#hasExperimentModalities,WD1
http://www.phenome-fppn.fr/diaphen/2018/o18000146,http://www.phenome-fppn.fr/vocabulary/2017#hasRepetition,1
http://www.phenome-fppn.fr/diaphen/2018/o18000147,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.phenome-fppn.fr/vocabulary/2017#Plot
http://www.phenome-fppn.fr/diaphen/2018/o18000147,http://www.phenome-fppn.fr/vocabulary/2017#fromSpecies,http://www.phenome-fppn.fr/id/species/zeamays
http://www.phenome-fppn.fr/diaphen/2018/o18000147,http://www.phenome-fppn.fr/vocabulary/2017#fromVariety,http://www.phenome-fppn.fr/phismelody/v/ipg120
http://www.phenome-fppn.fr/diaphen/2018/o18000147,http://www.phenome-fppn.fr/vocabulary/2017#hasAlias,147/DZ_PG_21/ZM4360/WD1/1/DIA2017-05-19
http://www.phenome-fppn.fr/diaphen/2018/o18000147,http://www.phenome-fppn.fr/vocabulary/2017#hasExperimentModalities,WD1
http://www.phenome-fppn.fr/diaphen/2018/o18000147,http://www.phenome-fppn.fr/vocabulary/2017#hasRepetition,1
http://www.phenome-fppn.fr/diaphen/2018/o18000148,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.phenome-fppn.fr/vocabulary/2017#Plot
http://www.phenome-fppn.fr/diaphen/2018/o18000148,http://www.phenome-fppn.fr/vocabulary/2017#fromSpecies,http://www.phenome-fppn.fr/id/species/zeamays
http://www.phenome-fppn.fr/diaphen/2018/o18000148,http://www.phenome-fppn.fr/vocabulary/2017#fromVariety,http://www.phenome-fppn.fr/phismelody/v/ipg159
http://www.phenome-fppn.fr/diaphen/2018/o18000148,http://www.phenome-fppn.fr/vocabulary/2017#hasAlias,148/DZ_PG_34/ZM4384/WD1/1/DIA2017-05-19
http://www.phenome-fppn.fr/diaphen/2018/o18000148,http://www.phenome-fppn.fr/vocabulary/2017#hasExperimentModalities,WD1
http://www.phenome-fppn.fr/diaphen/2018/o18000148,http://www.phenome-fppn.fr/vocabulary/2017#hasRepetition,1
http://www.phenome-fppn.fr/diaphen/2018/o18000149,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.phenome-fppn.fr/vocabulary/2017#Plot
http://www.phenome-fppn.fr/diaphen/2018/o18000149,http://www.phenome-fppn.fr/vocabulary/2017#fromSpecies,http://www.phenome-fppn.fr/id/species/zeamays
http://www.phenome-fppn.fr/diaphen/2018/o18000149,http://www.phenome-fppn.fr/vocabulary/2017#fromVariety,http://www.phenome-fppn.fr/phismelody/v/ipg303
http://www.phenome-fppn.fr/diaphen/2018/o18000149,http://www.phenome-fppn.fr/vocabulary/2017#hasAlias,149/DZ_PG_62/ZM4393/WD1/1/DIA2017-05-19
http://www.phenome-fppn.fr/diaphen/2018/o18000149,http://www.phenome-fppn.fr/vocabulary/2017#hasExperimentModalities,WD1
http://www.phenome-fppn.fr/diaphen/2018/o18000149,http://www.phenome-fppn.fr/vocabulary/2017#hasRepetition,1
http://www.phenome-fppn.fr/diaphen/2018/o18000150,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.phenome-fppn.fr/vocabulary/2017#Plot
http://www.phenome-fppn.fr/diaphen/2018/o18000150,http://www.phenome-fppn.fr/vocabulary/2017#fromSpecies,http://www.phenome-fppn.fr/id/species/maize
http://www.phenome-fppn.fr/diaphen/2018/o18000150,http://www.phenome-fppn.fr/vocabulary/2017#fromVariety,http://www.phenome-fppn.fr/phismelody/v/dkc4590
http://www.phenome-fppn.fr/diaphen/2018/o18000150,http://www.phenome-fppn.fr/vocabulary/2017#hasAlias,150/DKC4590/XXXX/WD1/1/DIA2017-05-19
http://www.phenome-fppn.fr/diaphen/2018/o18000150,http://www.phenome-fppn.fr/vocabulary/2017#hasExperimentModalities,WD1
http://www.phenome-fppn.fr/diaphen/2018/o18000150,http://www.phenome-fppn.fr/vocabulary/2017#hasRepetition,1
http://www.phenome-fppn.fr/diaphen/2018/o18000151,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.phenome-fppn.fr/vocabulary/2017#Plot
http://www.phenome-fppn.fr/diaphen/2018/o18000151,http://www.phenome-fppn.fr/vocabulary/2017#fromSpecies,http://www.phenome-fppn.fr/id/species/maize
http://www.phenome-fppn.fr/diaphen/2018/o18000151,http://www.phenome-fppn.fr/vocabulary/2017#fromVariety,http://www.phenome-fppn.fr/phismelody/v/dkc4590
http://www.phenome-fppn.fr/diaphen/2018/o18000151,http://www.phenome-fppn.fr/vocabulary/2017#hasAlias,151/DKC4590/XXXX/WD1/1/DIA2017-05-19
http://www.phenome-fppn.fr/diaphen/2018/o18000151,http://www.phenome-fppn.fr/vocabulary/2017#hasExperimentModalities,WD1
http://www.phenome-fppn.fr/diaphen/2018/o18000151,http://www.phenome-fppn.fr/vocabulary/2017#hasRepetition,1
http://www.phenome-fppn.fr/diaphen/2018/o18000152,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.phenome-fppn.fr/vocabulary/2017#Plot
http://www.phenome-fppn.fr/diaphen/2018/o18000152,http://www.phenome-fppn.fr/vocabulary/2017#fromSpecies,http://www.phenome-fppn.fr/id/species/zeamays
http://www.phenome-fppn.fr/diaphen/2018/o18000152,http://www.phenome-fppn.fr/vocabulary/2017#fromVariety,http://www.phenome-fppn.fr/phismelody/v/ipg089
http://www.phenome-fppn.fr/diaphen/2018/o18000152,http://www.phenome-fppn.fr/vocabulary/2017#hasAlias,152/DZ_PG_13/ZM4379/WD1/1/DIA2017-05-19
http://www.phenome-fppn.fr/diaphen/2018/o18000152,http://www.phenome-fppn.fr/vocabulary/2017#hasExperimentModalities,WD1
http://www.phenome-fppn.fr/diaphen/2018/o18000152,http://www.phenome-fppn.fr/vocabulary/2017#hasRepetition,1
http://www.phenome-fppn.fr/diaphen/2018/o18000153,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.phenome-fppn.fr/vocabulary/2017#Plot
http://www.phenome-fppn.fr/diaphen/2018/o18000153,http://www.phenome-fppn.fr/vocabulary/2017#fromSpecies,http://www.phenome-fppn.fr/id/species/zeamays
http://www.phenome-fppn.fr/diaphen/2018/o18000153,http://www.phenome-fppn.fr/vocabulary/2017#fromVariety,http://www.phenome-fppn.fr/phismelody/v/ipg077
http://www.phenome-fppn.fr/diaphen/2018/o18000153,http://www.phenome-fppn.fr/vocabulary/2017#hasAlias,153/DZ_PG_11/ZM4386/WD1/1/DIA2017-05-19
http://www.phenome-fppn.fr/diaphen/2018/o18000153,http://www.phenome-fppn.fr/vocabulary/2017#hasExperimentModalities,WD1
http://www.phenome-fppn.fr/diaphen/2018/o18000153,http://www.phenome-fppn.fr/vocabulary/2017#hasRepetition,1
http://www.phenome-fppn.fr/diaphen/2018/o18000154,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.phenome-fppn.fr/vocabulary/2017#Plot
http://www.phenome-fppn.fr/diaphen/2018/o18000154,http://www.phenome-fppn.fr/vocabulary/2017#fromSpecies,http://www.phenome-fppn.fr/id/species/zeamays
http://www.phenome-fppn.fr/diaphen/2018/o18000154,http://www.phenome-fppn.fr/vocabulary/2017#fromVariety,http://www.phenome-fppn.fr/phismelody/v/ipg202
http://www.phenome-fppn.fr/diaphen/2018/o18000154,http://www.phenome-fppn.fr/vocabulary/2017#hasAlias,154/DZ_PG_47/ZM4362/WD1/1/DIA2017-05-19
http://www.phenome-fppn.fr/diaphen/2018/o18000154,http://www.phenome-fppn.fr/vocabulary/2017#hasExperimentModalities,WD1
http://www.phenome-fppn.fr/diaphen/2018/o18000154,http://www.phenome-fppn.fr/vocabulary/2017#hasRepetition,1
http://www.phenome-fppn.fr/diaphen/2018/o18000155,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.phenome-fppn.fr/vocabulary/2017#Plot
http://www.phenome-fppn.fr/diaphen/2018/o18000155,http://www.phenome-fppn.fr/vocabulary/2017#fromSpecies,http://www.phenome-fppn.fr/id/species/zeamays
http://www.phenome-fppn.fr/diaphen/2018/o18000155,http://www.phenome-fppn.fr/vocabulary/2017#fromVariety,http://www.phenome-fppn.fr/phismelody/v/ipg188
http://www.phenome-fppn.fr/diaphen/2018/o18000155,http://www.phenome-fppn.fr/vocabulary/2017#hasAlias,155/DZ_PG_43/ZM4380/WD1/1/DIA2017-05-19
http://www.phenome-fppn.fr/diaphen/2018/o18000155,http://www.phenome-fppn.fr/vocabulary/2017#hasExperimentModalities,WD1
http://www.phenome-fppn.fr/diaphen/2018/o18000155,http://www.phenome-fppn.fr/vocabulary/2017#hasRepetition,1
http://www.phenome-fppn.fr/diaphen/2018/o18000156,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.phenome-fppn.fr/vocabulary/2017#Plot
http://www.phenome-fppn.fr/diaphen/2018/o18000156,http://www.phenome-fppn.fr/vocabulary/2017#fromSpecies,http://www.phenome-fppn.fr/id/species/zeamays
http://www.phenome-fppn.fr/diaphen/2018/o18000156,http://www.phenome-fppn.fr/vocabulary/2017#fromVariety,http://www.phenome-fppn.fr/phismelody/v/ipg233
http://www.phenome-fppn.fr/diaphen/2018/o18000156,http://www.phenome-fppn.fr/vocabulary/2017#hasAlias,156/DZ_PG_50/ZM4363/WD1/1/DIA2017-05-19
http://www.phenome-fppn.fr/diaphen/2018/o18000156,http://www.phenome-fppn.fr/vocabulary/2017#hasExperimentModalities,WD1
http://www.phenome-fppn.fr/diaphen/2018/o18000156,http://www.phenome-fppn.fr/vocabulary/2017#hasRepetition,1
http://www.phenome-fppn.fr/diaphen/2018/o18000157,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.phenome-fppn.fr/vocabulary/2017#Plot
http://www.phenome-fppn.fr/diaphen/2018/o18000157,http://www.phenome-fppn.fr/vocabulary/2017#fromSpecies,http://www.phenome-fppn.fr/id/species/zeamays
http://www.phenome-fppn.fr/diaphen/2018/o18000157,http://www.phenome-fppn.fr/vocabulary/2017#fromVariety,http://www.phenome-fppn.fr/phismelody/v/ipg311
http://www.phenome-fppn.fr/diaphen/2018/o18000157,http://www.phenome-fppn.fr/vocabulary/2017#hasAlias,157/DZ_PG_68/ZM4395/WD1/1/DIA2017-05-19
http://www.phenome-fppn.fr/diaphen/2018/o18000157,http://www.phenome-fppn.fr/vocabulary/2017#hasExperimentModalities,WD1
http://www.phenome-fppn.fr/diaphen/2018/o18000157,http://www.phenome-fppn.fr/vocabulary/2017#hasRepetition,1
http://www.phenome-fppn.fr/diaphen/2018/o18000158,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.phenome-fppn.fr/vocabulary/2017#Plot
http://www.phenome-fppn.fr/diaphen/2018/o18000158,http://www.phenome-fppn.fr/vocabulary/2017#fromSpecies,http://www.phenome-fppn.fr/id/species/zeamays
http://www.phenome-fppn.fr/diaphen/2018/o18000158,http://www.phenome-fppn.fr/vocabulary/2017#fromVariety,http://www.phenome-fppn.fr/phismelody/v/ipg029
http://www.phenome-fppn.fr/diaphen/2018/o18000158,http://www.phenome-fppn.fr/vocabulary/2017#hasAlias,158/DZ_PG_06/ZM4376/WD1/1/DIA2017-05-19
http://www.phenome-fppn.fr/diaphen/2018/o18000158,http://www.phenome-fppn.fr/vocabulary/2017#hasExperimentModalities,WD1
http://www.phenome-fppn.fr/diaphen/2018/o18000158,http://www.phenome-fppn.fr/vocabulary/2017#hasRepetition,1
http://www.phenome-fppn.fr/diaphen/2018/o18000159,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.phenome-fppn.fr/vocabulary/2017#Plot
http://www.phenome-fppn.fr/diaphen/2018/o18000159,http://www.phenome-fppn.fr/vocabulary/2017#fromSpecies,http://www.phenome-fppn.fr/id/species/zeamays
http://www.phenome-fppn.fr/diaphen/2018/o18000159,http://www.phenome-fppn.fr/vocabulary/2017#fromVariety,http://www.phenome-fppn.fr/phismelody/v/ipg318
http://www.phenome-fppn.fr/diaphen/2018/o18000159,http://www.phenome-fppn.fr/vocabulary/2017#hasAlias,159/DZ_PG_66/ZM4391/WD1/1/DIA2017-05-19
http://www.phenome-fppn.fr/diaphen/2018/o18000159,http://www.phenome-fppn.fr/vocabulary/2017#hasExperimentModalities,WD1
http://www.phenome-fppn.fr/diaphen/2018/o18000159,http://www.phenome-fppn.fr/vocabulary/2017#hasRepetition,1
http://www.phenome-fppn.fr/diaphen/2018/o18000160,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.phenome-fppn.fr/vocabulary/2017#Plot
http://www.phenome-fppn.fr/diaphen/2018/o18000160,http://www.phenome-fppn.fr/vocabulary/2017#fromSpecies,http://www.phenome-fppn.fr/id/species/zeamays
http://www.phenome-fppn.fr/diaphen/2018/o18000160,http://www.phenome-fppn.fr/vocabulary/2017#fromVariety,http://www.phenome-fppn.fr/phismelody/v/ipg109
http://www.phenome-fppn.fr/diaphen/2018/o18000160,http://www.phenome-fppn.fr/vocabulary/2017#hasAlias,160/DZ_PG_16/ZM4359/WD1/1/DIA2017-05-19
http://www.phenome-fppn.fr/diaphen/2018/o18000160,http://www.phenome-fppn.fr/vocabulary/2017#hasExperimentModalities,WD1
http://www.phenome-fppn.fr/diaphen/2018/o18000160,http://www.phenome-fppn.fr/vocabulary/2017#hasRepetition,1
http://www.phenome-fppn.fr/diaphen/2018/o18000161,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.phenome-fppn.fr/vocabulary/2017#Plot
http://www.phenome-fppn.fr/diaphen/2018/o18000161,http://www.phenome-fppn.fr/vocabulary/2017#fromSpecies,http://www.phenome-fppn.fr/id/species/zeamays
http://www.phenome-fppn.fr/diaphen/2018/o18000161,http://www.phenome-fppn.fr/vocabulary/2017#fromVariety,http://www.phenome-fppn.fr/phismelody/v/ipg239
http://www.phenome-fppn.fr/diaphen/2018/o18000161,http://www.phenome-fppn.fr/vocabulary/2017#hasAlias,161/DZ_PG_52/ZM4370/WD1/1/DIA2017-05-19
http://www.phenome-fppn.fr/diaphen/2018/o18000161,http://www.phenome-fppn.fr/vocabulary/2017#hasExperimentModalities,WD1
http://www.phenome-fppn.fr/diaphen/2018/o18000161,http://www.phenome-fppn.fr/vocabulary/2017#hasRepetition,1
http://www.phenome-fppn.fr/diaphen/2018/o18000162,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.phenome-fppn.fr/vocabulary/2017#Plot
http://www.phenome-fppn.fr/diaphen/2018/o18000162,http://www.phenome-fppn.fr/vocabulary/2017#fromSpecies,http://www.phenome-fppn.fr/id/species/zeamays
http://www.phenome-fppn.fr/diaphen/2018/o18000162,http://www.phenome-fppn.fr/vocabulary/2017#fromVariety,http://www.phenome-fppn.fr/phismelody/v/ipg117
http://www.phenome-fppn.fr/diaphen/2018/o18000162,http://www.phenome-fppn.fr/vocabulary/2017#hasAlias,162/DZ_PG_19/ZM4367/WD1/1/DIA2017-05-19
http://www.phenome-fppn.fr/diaphen/2018/o18000162,http://www.phenome-fppn.fr/vocabulary/2017#hasExperimentModalities,WD1
http://www.phenome-fppn.fr/diaphen/2018/o18000162,http://www.phenome-fppn.fr/vocabulary/2017#hasRepetition,1
http://www.phenome-fppn.fr/diaphen/2018/o18000163,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.phenome-fppn.fr/vocabulary/2017#Plot
http://www.phenome-fppn.fr/diaphen/2018/o18000163,http://www.phenome-fppn.fr/vocabulary/2017#fromSpecies,http://www.phenome-fppn.fr/id/species/maize
http://www.phenome-fppn.fr/diaphen/2018/o18000163,http://www.phenome-fppn.fr/vocabulary/2017#fromVariety,http://www.phenome-fppn.fr/phismelody/v/dkc4590
http://www.phenome-fppn.fr/diaphen/2018/o18000163,http://www.phenome-fppn.fr/vocabulary/2017#hasAlias,163/DKC4590/XXXX/WD1/1/DIA2017-05-19
http://www.phenome-fppn.fr/diaphen/2018/o18000163,http://www.phenome-fppn.fr/vocabulary/2017#hasExperimentModalities,WD1
http://www.phenome-fppn.fr/diaphen/2018/o18000163,http://www.phenome-fppn.fr/vocabulary/2017#hasRepetition,1
http://www.phenome-fppn.fr/diaphen/2018/o18000164,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.phenome-fppn.fr/vocabulary/2017#Plot
http://www.phenome-fppn.fr/diaphen/2018/o18000164,http://www.phenome-fppn.fr/vocabulary/2017#fromSpecies,http://www.phenome-fppn.fr/id/species/zeamays
http://www.phenome-fppn.fr/diaphen/2018/o18000164,http://www.phenome-fppn.fr/vocabulary/2017#fromVariety,http://www.phenome-fppn.fr/phismelody/v/ipg110
http://www.phenome-fppn.fr/diaphen/2018/o18000164,http://www.phenome-fppn.fr/vocabulary/2017#hasAlias,164/DZ_PG_17/ZM4348/WD1/1/DIA2017-05-19
http://www.phenome-fppn.fr/diaphen/2018/o18000164,http://www.phenome-fppn.fr/vocabulary/2017#hasExperimentModalities,WD1
http://www.phenome-fppn.fr/diaphen/2018/o18000164,http://www.phenome-fppn.fr/vocabulary/2017#hasRepetition,1
http://www.phenome-fppn.fr/diaphen/2018/o18000165,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.phenome-fppn.fr/vocabulary/2017#Plot
http://www.phenome-fppn.fr/diaphen/2018/o18000165,http://www.phenome-fppn.fr/vocabulary/2017#fromSpecies,http://www.phenome-fppn.fr/id/species/zeamays
http://www.phenome-fppn.fr/diaphen/2018/o18000165,http://www.phenome-fppn.fr/vocabulary/2017#fromVariety,http://www.phenome-fppn.fr/phismelody/v/ipg303
http://www.phenome-fppn.fr/diaphen/2018/o18000165,http://www.phenome-fppn.fr/vocabulary/2017#hasAlias,165/DZ_PG_62/ZM4393/WD1/1/DIA2017-05-19
http://www.phenome-fppn.fr/diaphen/2018/o18000165,http://www.phenome-fppn.fr/vocabulary/2017#hasExperimentModalities,WD1
